,Env,Contribution,Region
SRR3680086,Young,0.11,Sichuan
SRR3680086,Young,0.1,Sichuan
SRR3680086,Young,0.07,Sichuan
SRR3680086,Young,0.12,Sichuan
SRR3680086,Young,0.18,Sichuan
SRR3680086,Young,0.17,Sichuan
SRR3680093,Senior,0.77,Sichuan
SRR3680093,Senior,0.77,Sichuan
SRR3680093,Senior,0.73,Sichuan
SRR3680093,Senior,0.75,Sichuan
SRR3680093,Senior,0.66,Sichuan
SRR3680093,Senior,0.74,Sichuan
SRR3680093,Senior,0.68,Sichuan
SRR3680093,Senior,0.66,Sichuan
SRR3680093,Senior,0.8,Sichuan
SRR3680093,Senior,0.72,Sichuan
SRR3680093,Senior,0.7,Sichuan
SRR3680093,Senior,0.71,Sichuan
SRR3680093,Senior,0.73,Sichuan
SRR3680093,Senior,0.71,Sichuan
SRR3680093,Senior,0.73,Sichuan
SRR3680093,Senior,0.7,Sichuan
SRR3680093,Senior,0.71,Sichuan
SRR3680093,Young,0.23,Sichuan
SRR3680093,Young,0.23,Sichuan
SRR3680093,Young,0.27,Sichuan
SRR3680093,Young,0.25,Sichuan
SRR3680093,Young,0.34,Sichuan
SRR3680093,Young,0.26,Sichuan
SRR3680093,Young,0.32,Sichuan
SRR3680093,Young,0.34,Sichuan
SRR3680093,Young,0.2,Sichuan
SRR3680093,Young,0.28,Sichuan
SRR3680093,Young,0.3,Sichuan
SRR3680093,Young,0.29,Sichuan
SRR3680093,Young,0.27,Sichuan
SRR3680093,Young,0.29,Sichuan
SRR3680093,Young,0.27,Sichuan
SRR3680093,Young,0.3,Sichuan
SRR3680093,Young,0.29,Sichuan
SRR5601923,Senior,0.6,Jiangsu
SRR5601923,Senior,0.71,Jiangsu
SRR5601923,Senior,0.46,Jiangsu
SRR5601923,Senior,0.53,Jiangsu
SRR5601923,Senior,0.61,Jiangsu
SRR5601923,Senior,0.5,Jiangsu
SRR5601923,Senior,0.55,Jiangsu
SRR5601923,Senior,0.54,Jiangsu
SRR5601923,Senior,0.54,Jiangsu
SRR5601923,Senior,0.42,Jiangsu
SRR5601923,Senior,0.5,Jiangsu
SRR5601923,Senior,0.61,Jiangsu
SRR5601923,Senior,0.57,Jiangsu
SRR5601923,Senior,0.61,Jiangsu
SRR5601923,Senior,0.56,Jiangsu
SRR5601923,Senior,0.49,Jiangsu
SRR5601923,Senior,0.56,Jiangsu
SRR5601923,Senior,0.55,Jiangsu
SRR5601923,Senior,0.59,Jiangsu
SRR5601923,Young,0.4,Jiangsu
SRR5601923,Young,0.29,Jiangsu
SRR5601923,Young,0.54,Jiangsu
SRR5601923,Young,0.47,Jiangsu
SRR5601923,Young,0.39,Jiangsu
SRR5601923,Young,0.5,Jiangsu
SRR5601923,Young,0.45,Jiangsu
SRR5601923,Young,0.46,Jiangsu
SRR5601923,Young,0.46,Jiangsu
SRR5601923,Young,0.58,Jiangsu
SRR5601923,Young,0.5,Jiangsu
SRR5601923,Young,0.39,Jiangsu
SRR5601923,Young,0.43,Jiangsu
SRR5601923,Young,0.39,Jiangsu
SRR5601923,Young,0.44,Jiangsu
SRR5601923,Young,0.51,Jiangsu
SRR5601923,Young,0.44,Jiangsu
SRR5601923,Young,0.45,Jiangsu
SRR5601923,Young,0.41,Jiangsu
SRR5601924,Senior,0.48,Jiangsu
SRR5601924,Senior,0.48,Jiangsu
SRR5601924,Senior,0.59,Jiangsu
SRR5601924,Senior,0.58,Jiangsu
SRR5601924,Senior,0.56,Jiangsu
SRR5601924,Senior,0.58,Jiangsu
SRR5601924,Senior,0.56,Jiangsu
SRR5601924,Senior,0.47,Jiangsu
SRR5601924,Senior,0.62,Jiangsu
SRR5601924,Senior,0.61,Jiangsu
SRR5601924,Senior,0.7,Jiangsu
SRR5601924,Senior,0.55,Jiangsu
SRR5601924,Senior,0.58,Jiangsu
SRR5601924,Senior,0.49,Jiangsu
SRR5601924,Senior,0.49,Jiangsu
SRR5601924,Senior,0.44,Jiangsu
SRR5601924,Senior,0.56,Jiangsu
SRR5601924,Senior,0.54,Jiangsu
SRR5601924,Senior,0.54,Jiangsu
SRR5601924,Young,0.52,Jiangsu
SRR5601924,Young,0.52,Jiangsu
SRR5601924,Young,0.41,Jiangsu
SRR5601924,Young,0.42,Jiangsu
SRR5601924,Young,0.44,Jiangsu
SRR5601924,Young,0.42,Jiangsu
SRR5601924,Young,0.44,Jiangsu
SRR5601924,Young,0.53,Jiangsu
SRR5601924,Young,0.38,Jiangsu
SRR5601924,Young,0.39,Jiangsu
SRR5601924,Young,0.3,Jiangsu
SRR5601924,Young,0.45,Jiangsu
SRR5601924,Young,0.42,Jiangsu
SRR5601924,Young,0.51,Jiangsu
SRR5601924,Young,0.51,Jiangsu
SRR5601924,Young,0.56,Jiangsu
SRR5601924,Young,0.44,Jiangsu
SRR5601924,Young,0.46,Jiangsu
SRR5601924,Young,0.46,Jiangsu
SRR5601925,Senior,0.73,Jiangsu
SRR5601925,Senior,0.71,Jiangsu
SRR5601925,Senior,0.68,Jiangsu
SRR5601925,Senior,0.71,Jiangsu
SRR5601925,Senior,0.69,Jiangsu
SRR5601925,Senior,0.69,Jiangsu
SRR5601925,Senior,0.8,Jiangsu
SRR5601925,Senior,0.69,Jiangsu
SRR5601925,Senior,0.73,Jiangsu
SRR5601925,Senior,0.74,Jiangsu
SRR5601925,Senior,0.77,Jiangsu
SRR5601925,Senior,0.76,Jiangsu
SRR5601925,Senior,0.77,Jiangsu
SRR5601925,Senior,0.61,Jiangsu
SRR5601925,Senior,0.68,Jiangsu
SRR5601925,Young,0.27,Jiangsu
SRR5601925,Young,0.29,Jiangsu
SRR5601925,Young,0.32,Jiangsu
SRR5601925,Young,0.29,Jiangsu
SRR5601925,Young,0.31,Jiangsu
SRR5601925,Young,0.31,Jiangsu
SRR5601925,Young,0.2,Jiangsu
SRR5601925,Young,0.31,Jiangsu
SRR5601925,Young,0.27,Jiangsu
SRR5601925,Young,0.26,Jiangsu
SRR5601925,Young,0.23,Jiangsu
SRR5601925,Young,0.24,Jiangsu
SRR5601925,Young,0.23,Jiangsu
SRR5601925,Young,0.39,Jiangsu
SRR5601925,Young,0.32,Jiangsu
SRR5601926,Senior,0.74,Jiangsu
SRR5601926,Senior,0.67,Jiangsu
SRR5601926,Senior,0.76,Jiangsu
SRR5601926,Senior,0.7,Jiangsu
SRR5601926,Senior,0.75,Jiangsu
SRR5601926,Senior,0.73,Jiangsu
SRR5601926,Senior,0.65,Jiangsu
SRR5601926,Senior,0.69,Jiangsu
SRR5601926,Senior,0.78,Jiangsu
SRR5601926,Senior,0.72,Jiangsu
SRR5601926,Senior,0.7,Jiangsu
SRR5601926,Senior,0.67,Jiangsu
SRR5601926,Senior,0.69,Jiangsu
SRR5601926,Senior,0.71,Jiangsu
SRR5601926,Senior,0.62,Jiangsu
SRR5601926,Senior,0.79,Jiangsu
SRR5601926,Young,0.26,Jiangsu
SRR5601926,Young,0.33,Jiangsu
SRR5601926,Young,0.24,Jiangsu
SRR5601926,Young,0.3,Jiangsu
SRR5601926,Young,0.25,Jiangsu
SRR5601926,Young,0.27,Jiangsu
SRR5601926,Young,0.35,Jiangsu
SRR5601926,Young,0.31,Jiangsu
SRR5601926,Young,0.22,Jiangsu
SRR5601926,Young,0.28,Jiangsu
SRR5601926,Young,0.3,Jiangsu
SRR5601926,Young,0.33,Jiangsu
SRR5601926,Young,0.31,Jiangsu
SRR5601926,Young,0.29,Jiangsu
SRR5601926,Young,0.38,Jiangsu
SRR5601926,Young,0.21,Jiangsu
SRR5601927,Senior,0.7,Jiangsu
SRR5601927,Senior,0.72,Jiangsu
SRR5601927,Senior,0.75,Jiangsu
SRR5601927,Senior,0.67,Jiangsu
SRR5601927,Senior,0.71,Jiangsu
SRR5601927,Senior,0.78,Jiangsu
SRR5601927,Senior,0.68,Jiangsu
SRR5601927,Senior,0.75,Jiangsu
SRR5601927,Senior,0.74,Jiangsu
SRR5601927,Senior,0.65,Jiangsu
SRR5601927,Senior,0.63,Jiangsu
SRR5601927,Senior,0.71,Jiangsu
SRR5601927,Senior,0.84,Jiangsu
SRR5601927,Senior,0.77,Jiangsu
SRR5601927,Senior,0.68,Jiangsu
SRR5601927,Senior,0.74,Jiangsu
SRR5601927,Senior,0.6,Jiangsu
SRR5601927,Senior,0.68,Jiangsu
SRR5601927,Senior,0.77,Jiangsu
SRR5601927,Senior,0.78,Jiangsu
SRR5601927,Senior,0.83,Jiangsu
SRR5601927,Senior,0.65,Jiangsu
SRR5601927,Senior,0.68,Jiangsu
SRR5601927,Senior,0.79,Jiangsu
SRR5601927,Young,0.3,Jiangsu
SRR5601927,Young,0.28,Jiangsu
SRR5601927,Young,0.25,Jiangsu
SRR5601927,Young,0.33,Jiangsu
SRR5601927,Young,0.29,Jiangsu
SRR5601927,Young,0.22,Jiangsu
SRR5601927,Young,0.32,Jiangsu
SRR5601927,Young,0.25,Jiangsu
SRR5601927,Young,0.26,Jiangsu
SRR5601927,Young,0.35,Jiangsu
SRR5601927,Young,0.37,Jiangsu
SRR5601927,Young,0.29,Jiangsu
SRR5601927,Young,0.16,Jiangsu
SRR5601927,Young,0.23,Jiangsu
SRR5601927,Young,0.32,Jiangsu
SRR5601927,Young,0.26,Jiangsu
SRR5601927,Young,0.4,Jiangsu
SRR5601927,Young,0.32,Jiangsu
SRR5601927,Young,0.23,Jiangsu
SRR5601927,Young,0.22,Jiangsu
SRR5601927,Young,0.17,Jiangsu
SRR5601927,Young,0.35,Jiangsu
SRR5601927,Young,0.32,Jiangsu
SRR5601927,Young,0.21,Jiangsu
SRR5601928,Senior,0.78,Jiangsu
SRR5601928,Senior,0.82,Jiangsu
SRR5601928,Senior,0.84,Jiangsu
SRR5601928,Senior,0.88,Jiangsu
SRR5601928,Senior,0.79,Jiangsu
SRR5601928,Senior,0.84,Jiangsu
SRR5601928,Senior,0.86,Jiangsu
SRR5601928,Senior,0.86,Jiangsu
SRR5601928,Senior,0.89,Jiangsu
SRR5601928,Senior,0.81,Jiangsu
SRR5601928,Senior,0.81,Jiangsu
SRR5601928,Senior,0.83,Jiangsu
SRR5601928,Senior,0.82,Jiangsu
SRR5601928,Young,0.22,Jiangsu
SRR5601928,Young,0.18,Jiangsu
SRR5601928,Young,0.16,Jiangsu
SRR5601928,Young,0.12,Jiangsu
SRR5601928,Young,0.21,Jiangsu
SRR5601928,Young,0.16,Jiangsu
SRR5601928,Young,0.14,Jiangsu
SRR5601928,Young,0.14,Jiangsu
SRR5601928,Young,0.11,Jiangsu
SRR5601928,Young,0.19,Jiangsu
SRR5601928,Young,0.19,Jiangsu
SRR5601928,Young,0.17,Jiangsu
SRR5601928,Young,0.18,Jiangsu
SRR5601929,Senior,0.81,Jiangsu
SRR5601929,Senior,0.7,Jiangsu
SRR5601929,Senior,0.8,Jiangsu
SRR5601929,Senior,0.81,Jiangsu
SRR5601929,Senior,0.78,Jiangsu
SRR5601929,Senior,0.75,Jiangsu
SRR5601929,Senior,0.87,Jiangsu
SRR5601929,Senior,0.82,Jiangsu
SRR5601929,Senior,0.79,Jiangsu
SRR5601929,Senior,0.78,Jiangsu
SRR5601929,Senior,0.77,Jiangsu
SRR5601929,Senior,0.81,Jiangsu
SRR5601929,Senior,0.74,Jiangsu
SRR5601929,Senior,0.84,Jiangsu
SRR5601929,Senior,0.73,Jiangsu
SRR5601929,Senior,0.72,Jiangsu
SRR5601929,Senior,0.72,Jiangsu
SRR5601929,Senior,0.7,Jiangsu
SRR5601929,Senior,0.87,Jiangsu
SRR5601929,Senior,0.85,Jiangsu
SRR5601929,Senior,0.78,Jiangsu
SRR5601929,Senior,0.84,Jiangsu
SRR5601929,Young,0.19,Jiangsu
SRR5601929,Young,0.3,Jiangsu
SRR5601929,Young,0.2,Jiangsu
SRR5601929,Young,0.19,Jiangsu
SRR5601929,Young,0.22,Jiangsu
SRR5601929,Young,0.25,Jiangsu
SRR5601929,Young,0.13,Jiangsu
SRR5601929,Young,0.18,Jiangsu
SRR5601929,Young,0.21,Jiangsu
SRR5601929,Young,0.22,Jiangsu
SRR5601929,Young,0.23,Jiangsu
SRR5601929,Young,0.19,Jiangsu
SRR5601929,Young,0.26,Jiangsu
SRR5601929,Young,0.16,Jiangsu
SRR5601929,Young,0.27,Jiangsu
SRR5601929,Young,0.28,Jiangsu
SRR5601929,Young,0.28,Jiangsu
SRR5601929,Young,0.3,Jiangsu
SRR5601929,Young,0.13,Jiangsu
SRR5601929,Young,0.15,Jiangsu
SRR5601929,Young,0.22,Jiangsu
SRR5601929,Young,0.16,Jiangsu
SRR5601931,Senior,0.69,Jiangsu
SRR5601931,Senior,0.7,Jiangsu
SRR5601931,Senior,0.77,Jiangsu
SRR5601931,Senior,0.67,Jiangsu
SRR5601931,Senior,0.71,Jiangsu
SRR5601931,Senior,0.7,Jiangsu
SRR5601931,Senior,0.75,Jiangsu
SRR5601931,Senior,0.65,Jiangsu
SRR5601931,Senior,0.69,Jiangsu
SRR5601931,Senior,0.74,Jiangsu
SRR5601931,Senior,0.74,Jiangsu
SRR5601931,Senior,0.76,Jiangsu
SRR5601931,Senior,0.71,Jiangsu
SRR5601931,Senior,0.78,Jiangsu
SRR5601931,Senior,0.74,Jiangsu
SRR5601931,Senior,0.76,Jiangsu
SRR5601931,Senior,0.71,Jiangsu
SRR5601931,Senior,0.71,Jiangsu
SRR5601931,Senior,0.72,Jiangsu
SRR5601931,Senior,0.77,Jiangsu
SRR5601931,Senior,0.8,Jiangsu
SRR5601931,Young,0.31,Jiangsu
SRR5601931,Young,0.3,Jiangsu
SRR5601931,Young,0.23,Jiangsu
SRR5601931,Young,0.33,Jiangsu
SRR5601931,Young,0.29,Jiangsu
SRR5601931,Young,0.3,Jiangsu
SRR5601931,Young,0.25,Jiangsu
SRR5601931,Young,0.35,Jiangsu
SRR5601931,Young,0.31,Jiangsu
SRR5601931,Young,0.26,Jiangsu
SRR5601931,Young,0.26,Jiangsu
SRR5601931,Young,0.24,Jiangsu
SRR5601931,Young,0.29,Jiangsu
SRR5601931,Young,0.22,Jiangsu
SRR5601931,Young,0.26,Jiangsu
SRR5601931,Young,0.24,Jiangsu
SRR5601931,Young,0.29,Jiangsu
SRR5601931,Young,0.29,Jiangsu
SRR5601931,Young,0.28,Jiangsu
SRR5601931,Young,0.23,Jiangsu
SRR5601931,Young,0.2,Jiangsu
SRR5601932,Senior,0.77,Jiangsu
SRR5601932,Senior,0.78,Jiangsu
SRR5601932,Senior,0.75,Jiangsu
SRR5601932,Senior,0.74,Jiangsu
SRR5601932,Senior,0.76,Jiangsu
SRR5601932,Senior,0.74,Jiangsu
SRR5601932,Senior,0.74,Jiangsu
SRR5601932,Senior,0.78,Jiangsu
SRR5601932,Senior,0.8,Jiangsu
SRR5601932,Senior,0.76,Jiangsu
SRR5601932,Senior,0.75,Jiangsu
SRR5601932,Senior,0.76,Jiangsu
SRR5601932,Senior,0.85,Jiangsu
SRR5601932,Senior,0.77,Jiangsu
SRR5601932,Senior,0.77,Jiangsu
SRR5601932,Senior,0.81,Jiangsu
SRR5601932,Senior,0.83,Jiangsu
SRR5601932,Senior,0.78,Jiangsu
SRR5601932,Senior,0.75,Jiangsu
SRR5601932,Young,0.23,Jiangsu
SRR5601932,Young,0.22,Jiangsu
SRR5601932,Young,0.25,Jiangsu
SRR5601932,Young,0.26,Jiangsu
SRR5601932,Young,0.24,Jiangsu
SRR5601932,Young,0.26,Jiangsu
SRR5601932,Young,0.26,Jiangsu
SRR5601932,Young,0.22,Jiangsu
SRR5601932,Young,0.2,Jiangsu
SRR5601932,Young,0.24,Jiangsu
SRR5601932,Young,0.25,Jiangsu
SRR5601932,Young,0.24,Jiangsu
SRR5601932,Young,0.15,Jiangsu
SRR5601932,Young,0.23,Jiangsu
SRR5601932,Young,0.23,Jiangsu
SRR5601932,Young,0.19,Jiangsu
SRR5601932,Young,0.17,Jiangsu
SRR5601932,Young,0.22,Jiangsu
SRR5601932,Young,0.25,Jiangsu
SRR5601933,Senior,0.67,Jiangsu
SRR5601933,Senior,0.67,Jiangsu
SRR5601933,Senior,0.7,Jiangsu
SRR5601933,Senior,0.61,Jiangsu
SRR5601933,Senior,0.57,Jiangsu
SRR5601933,Senior,0.65,Jiangsu
SRR5601933,Senior,0.7,Jiangsu
SRR5601933,Senior,0.72,Jiangsu
SRR5601933,Senior,0.6,Jiangsu
SRR5601933,Senior,0.66,Jiangsu
SRR5601933,Senior,0.61,Jiangsu
SRR5601933,Senior,0.64,Jiangsu
SRR5601933,Senior,0.49,Jiangsu
SRR5601933,Senior,0.65,Jiangsu
SRR5601933,Senior,0.7,Jiangsu
SRR5601933,Senior,0.76,Jiangsu
SRR5601933,Senior,0.69,Jiangsu
SRR5601933,Young,0.33,Jiangsu
SRR5601933,Young,0.33,Jiangsu
SRR5601933,Young,0.3,Jiangsu
SRR5601933,Young,0.39,Jiangsu
SRR5601933,Young,0.43,Jiangsu
SRR5601933,Young,0.35,Jiangsu
SRR5601933,Young,0.3,Jiangsu
SRR5601933,Young,0.28,Jiangsu
SRR5601933,Young,0.4,Jiangsu
SRR5601933,Young,0.34,Jiangsu
SRR5601933,Young,0.39,Jiangsu
SRR5601933,Young,0.36,Jiangsu
SRR5601933,Young,0.51,Jiangsu
SRR5601933,Young,0.35,Jiangsu
SRR5601933,Young,0.3,Jiangsu
SRR5601933,Young,0.24,Jiangsu
SRR5601933,Young,0.31,Jiangsu
SRR5601934,Senior,0.61,Jiangsu
SRR5601934,Senior,0.61,Jiangsu
SRR5601934,Senior,0.62,Jiangsu
SRR5601934,Senior,0.71,Jiangsu
SRR5601934,Senior,0.63,Jiangsu
SRR5601934,Senior,0.66,Jiangsu
SRR5601934,Senior,0.53,Jiangsu
SRR5601934,Senior,0.62,Jiangsu
SRR5601934,Senior,0.73,Jiangsu
SRR5601934,Young,0.39,Jiangsu
SRR5601934,Young,0.39,Jiangsu
SRR5601934,Young,0.38,Jiangsu
SRR5601934,Young,0.29,Jiangsu
SRR5601934,Young,0.37,Jiangsu
SRR5601934,Young,0.34,Jiangsu
SRR5601934,Young,0.47,Jiangsu
SRR5601934,Young,0.38,Jiangsu
SRR5601934,Young,0.27,Jiangsu
SRR5601941,Senior,0.72,Jiangsu
SRR5601941,Senior,0.77,Jiangsu
SRR5601941,Senior,0.74,Jiangsu
SRR5601941,Senior,0.8,Jiangsu
SRR5601941,Senior,0.68,Jiangsu
SRR5601941,Senior,0.75,Jiangsu
SRR5601941,Senior,0.7,Jiangsu
SRR5601941,Senior,0.73,Jiangsu
SRR5601941,Senior,0.74,Jiangsu
SRR5601941,Senior,0.67,Jiangsu
SRR5601941,Senior,0.64,Jiangsu
SRR5601941,Senior,0.76,Jiangsu
SRR5601941,Young,0.28,Jiangsu
SRR5601941,Young,0.23,Jiangsu
SRR5601941,Young,0.26,Jiangsu
SRR5601941,Young,0.2,Jiangsu
SRR5601941,Young,0.32,Jiangsu
SRR5601941,Young,0.25,Jiangsu
SRR5601941,Young,0.3,Jiangsu
SRR5601941,Young,0.27,Jiangsu
SRR5601941,Young,0.26,Jiangsu
SRR5601941,Young,0.33,Jiangsu
SRR5601941,Young,0.36,Jiangsu
SRR5601941,Young,0.24,Jiangsu
SRR5601942,Senior,0.76,Jiangsu
SRR5601942,Senior,0.81,Jiangsu
SRR5601942,Senior,0.76,Jiangsu
SRR5601942,Senior,0.75,Jiangsu
SRR5601942,Senior,0.77,Jiangsu
SRR5601942,Senior,0.77,Jiangsu
SRR5601942,Senior,0.71,Jiangsu
SRR5601942,Senior,0.81,Jiangsu
SRR5601942,Senior,0.79,Jiangsu
SRR5601942,Senior,0.71,Jiangsu
SRR5601942,Senior,0.78,Jiangsu
SRR5601942,Senior,0.84,Jiangsu
SRR5601942,Senior,0.76,Jiangsu
SRR5601942,Senior,0.79,Jiangsu
SRR5601942,Senior,0.77,Jiangsu
SRR5601942,Young,0.24,Jiangsu
SRR5601942,Young,0.19,Jiangsu
SRR5601942,Young,0.24,Jiangsu
SRR5601942,Young,0.25,Jiangsu
SRR5601942,Young,0.23,Jiangsu
SRR5601942,Young,0.23,Jiangsu
SRR5601942,Young,0.29,Jiangsu
SRR5601942,Young,0.19,Jiangsu
SRR5601942,Young,0.21,Jiangsu
SRR5601942,Young,0.29,Jiangsu
SRR5601942,Young,0.22,Jiangsu
SRR5601942,Young,0.16,Jiangsu
SRR5601942,Young,0.24,Jiangsu
SRR5601942,Young,0.21,Jiangsu
SRR5601942,Young,0.23,Jiangsu
SRR5601959,Senior,0.55,Jiangsu
SRR5601959,Senior,0.67,Jiangsu
SRR5601959,Senior,0.69,Jiangsu
SRR5601959,Senior,0.59,Jiangsu
SRR5601959,Senior,0.58,Jiangsu
SRR5601959,Senior,0.61,Jiangsu
SRR5601959,Senior,0.59,Jiangsu
SRR5601959,Senior,0.65,Jiangsu
SRR5601959,Senior,0.65,Jiangsu
SRR5601959,Senior,0.75,Jiangsu
SRR5601959,Senior,0.73,Jiangsu
SRR5601959,Senior,0.7,Jiangsu
SRR5601959,Senior,0.64,Jiangsu
SRR5601959,Senior,0.69,Jiangsu
SRR5601959,Senior,0.67,Jiangsu
SRR5601959,Senior,0.75,Jiangsu
SRR5601959,Senior,0.66,Jiangsu
SRR5601959,Senior,0.75,Jiangsu
SRR5601959,Senior,0.71,Jiangsu
SRR5601959,Senior,0.54,Jiangsu
SRR5601959,Senior,0.65,Jiangsu
SRR5601959,Senior,0.62,Jiangsu
SRR5601959,Young,0.45,Jiangsu
SRR5601959,Young,0.33,Jiangsu
SRR5601959,Young,0.31,Jiangsu
SRR5601959,Young,0.41,Jiangsu
SRR5601959,Young,0.42,Jiangsu
SRR5601959,Young,0.39,Jiangsu
SRR5601959,Young,0.41,Jiangsu
SRR5601959,Young,0.35,Jiangsu
SRR5601959,Young,0.35,Jiangsu
SRR5601959,Young,0.25,Jiangsu
SRR5601959,Young,0.27,Jiangsu
SRR5601959,Young,0.3,Jiangsu
SRR5601959,Young,0.36,Jiangsu
SRR5601959,Young,0.31,Jiangsu
SRR5601959,Young,0.33,Jiangsu
SRR5601959,Young,0.25,Jiangsu
SRR5601959,Young,0.34,Jiangsu
SRR5601959,Young,0.25,Jiangsu
SRR5601959,Young,0.29,Jiangsu
SRR5601959,Young,0.46,Jiangsu
SRR5601959,Young,0.35,Jiangsu
SRR5601959,Young,0.38,Jiangsu
SRR5601965,Senior,0.66,Jiangsu
SRR5601965,Senior,0.63,Jiangsu
SRR5601965,Senior,0.63,Jiangsu
SRR5601965,Senior,0.55,Jiangsu
SRR5601965,Senior,0.61,Jiangsu
SRR5601965,Senior,0.73,Jiangsu
SRR5601965,Senior,0.63,Jiangsu
SRR5601965,Senior,0.69,Jiangsu
SRR5601965,Senior,0.72,Jiangsu
SRR5601965,Senior,0.77,Jiangsu
SRR5601965,Senior,0.64,Jiangsu
SRR5601965,Senior,0.58,Jiangsu
SRR5601965,Senior,0.74,Jiangsu
SRR5601965,Senior,0.66,Jiangsu
SRR5601965,Senior,0.73,Jiangsu
SRR5601965,Senior,0.7,Jiangsu
SRR5601965,Senior,0.8,Jiangsu
SRR5601965,Senior,0.62,Jiangsu
SRR5601965,Senior,0.66,Jiangsu
SRR5601965,Senior,0.74,Jiangsu
SRR5601965,Young,0.34,Jiangsu
SRR5601965,Young,0.37,Jiangsu
SRR5601965,Young,0.37,Jiangsu
SRR5601965,Young,0.45,Jiangsu
SRR5601965,Young,0.39,Jiangsu
SRR5601965,Young,0.27,Jiangsu
SRR5601965,Young,0.37,Jiangsu
SRR5601965,Young,0.31,Jiangsu
SRR5601965,Young,0.28,Jiangsu
SRR5601965,Young,0.23,Jiangsu
SRR5601965,Young,0.36,Jiangsu
SRR5601965,Young,0.42,Jiangsu
SRR5601965,Young,0.26,Jiangsu
SRR5601965,Young,0.34,Jiangsu
SRR5601965,Young,0.27,Jiangsu
SRR5601965,Young,0.3,Jiangsu
SRR5601965,Young,0.2,Jiangsu
SRR5601965,Young,0.38,Jiangsu
SRR5601965,Young,0.34,Jiangsu
SRR5601965,Young,0.26,Jiangsu
SRR5601967,Senior,0.3,Jiangsu
SRR5601967,Senior,0.39,Jiangsu
SRR5601967,Senior,0.34,Jiangsu
SRR5601967,Senior,0.34,Jiangsu
SRR5601967,Senior,0.31,Jiangsu
SRR5601967,Senior,0.31,Jiangsu
SRR5601967,Senior,0.41,Jiangsu
SRR5601967,Senior,0.35,Jiangsu
SRR5601967,Senior,0.32,Jiangsu
SRR5601967,Senior,0.37,Jiangsu
SRR5601967,Senior,0.33,Jiangsu
SRR5601967,Senior,0.42,Jiangsu
SRR5601967,Senior,0.34,Jiangsu
SRR5601967,Senior,0.45,Jiangsu
SRR5601967,Senior,0.44,Jiangsu
SRR5601967,Senior,0.46,Jiangsu
SRR5601967,Senior,0.47,Jiangsu
SRR5601967,Senior,0.34,Jiangsu
SRR5601967,Senior,0.29,Jiangsu
SRR5601967,Young,0.7,Jiangsu
SRR5601967,Young,0.61,Jiangsu
SRR5601967,Young,0.66,Jiangsu
SRR5601967,Young,0.66,Jiangsu
SRR5601967,Young,0.69,Jiangsu
SRR5601967,Young,0.69,Jiangsu
SRR5601967,Young,0.59,Jiangsu
SRR5601967,Young,0.65,Jiangsu
SRR5601967,Young,0.68,Jiangsu
SRR5601967,Young,0.63,Jiangsu
SRR5601967,Young,0.67,Jiangsu
SRR5601967,Young,0.58,Jiangsu
SRR5601967,Young,0.66,Jiangsu
SRR5601967,Young,0.55,Jiangsu
SRR5601967,Young,0.56,Jiangsu
SRR5601967,Young,0.54,Jiangsu
SRR5601967,Young,0.53,Jiangsu
SRR5601967,Young,0.66,Jiangsu
SRR5601967,Young,0.71,Jiangsu
SRR5601981,Senior,0.61,Jiangsu
SRR5601981,Senior,0.75,Jiangsu
SRR5601981,Senior,0.58,Jiangsu
SRR5601981,Senior,0.66,Jiangsu
SRR5601981,Senior,0.59,Jiangsu
SRR5601981,Senior,0.69,Jiangsu
SRR5601981,Senior,0.69,Jiangsu
SRR5601981,Senior,0.65,Jiangsu
SRR5601981,Senior,0.61,Jiangsu
SRR5601981,Senior,0.78,Jiangsu
SRR5601981,Senior,0.7,Jiangsu
SRR5601981,Senior,0.72,Jiangsu
SRR5601981,Senior,0.78,Jiangsu
SRR5601981,Senior,0.59,Jiangsu
SRR5601981,Senior,0.65,Jiangsu
SRR5601981,Senior,0.77,Jiangsu
SRR5601981,Senior,0.71,Jiangsu
SRR5601981,Senior,0.58,Jiangsu
SRR5601981,Senior,0.66,Jiangsu
SRR5601981,Senior,0.72,Jiangsu
SRR5601981,Senior,0.66,Jiangsu
SRR5601981,Young,0.39,Jiangsu
SRR5601981,Young,0.25,Jiangsu
SRR5601981,Young,0.42,Jiangsu
SRR5601981,Young,0.34,Jiangsu
SRR5601981,Young,0.41,Jiangsu
SRR5601981,Young,0.31,Jiangsu
SRR5601981,Young,0.31,Jiangsu
SRR5601981,Young,0.35,Jiangsu
SRR5601981,Young,0.39,Jiangsu
SRR5601981,Young,0.22,Jiangsu
SRR5601981,Young,0.3,Jiangsu
SRR5601981,Young,0.28,Jiangsu
SRR5601981,Young,0.22,Jiangsu
SRR5601981,Young,0.41,Jiangsu
SRR5601981,Young,0.35,Jiangsu
SRR5601981,Young,0.23,Jiangsu
SRR5601981,Young,0.29,Jiangsu
SRR5601981,Young,0.42,Jiangsu
SRR5601981,Young,0.34,Jiangsu
SRR5601981,Young,0.28,Jiangsu
SRR5601981,Young,0.34,Jiangsu
SRR5601982,Senior,0.83,Jiangsu
SRR5601982,Senior,0.81,Jiangsu
SRR5601982,Senior,0.89,Jiangsu
SRR5601982,Senior,0.83,Jiangsu
SRR5601982,Senior,0.89,Jiangsu
SRR5601982,Senior,0.8,Jiangsu
